GeneID,nr_annotation
CSS0009468,PREDICTED: high mobility group nucleosome-binding domain-containing protein 5 [Populus euphratica]
CSS0006775,unnamed protein product [Coffea canephora]
CSS0026494,hypothetical protein PRUPE_ppa011801mg [Prunus persica] 
CSS0012627,transketolase [Camellia sinensis]
CSS0029265,PREDICTED: probable U6 snRNA-associated Sm-like protein LSm4 [Vitis vinifera]
CSS0019516,hypothetical protein VITISV_000588 [Vitis vinifera]
CSS0040495,unnamed protein product [Coffea canephora]
CSS0020581,hypothetical protein POPTR_0017s02620g [Populus trichocarpa] 
CSS0043940,hypothetical protein CISIN_1g003246mg [Citrus sinensis]
CSS0047851,PREDICTED: probable WRKY transcription factor 9 isoform X1 [Vitis vinifera]
CSS0049763,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC100251356 [Vitis vinifera]
CSS0014247,hypothetical protein VITISV_013132 [Vitis vinifera]
CSS0029364,PREDICTED: uncharacterized protein LOC104589642 [Nelumbo nucifera]
CSS0046050,PREDICTED: ribosomal L1 domain-containing protein 1-like [Citrus sinensis]
CSS0041414,PREDICTED: putative DNA-binding protein ESCAROLA [Eucalyptus grandis]
CSS0004056,Glutathione S-transferase phi 8 [Theobroma cacao] 
CSS0048788,hypothetical protein MIMGU_mgv1a020387mg [Erythranthe guttata]
CSS0008763,PREDICTED: serine/threonine-protein phosphatase 7 long form homolog [Pyrus x bretschneideri] 
CSS0035136,unnamed protein product [Vitis vinifera]
CSS0026670,PREDICTED: 28 kDa ribonucleoprotein chloroplastic-like [Nelumbo nucifera]
CSS0012957,hypothetical protein EUGRSUZ_I01516 [Eucalyptus grandis]
CSS0003234,hypothetical protein VITISV_006322 [Vitis vinifera]
CSS0004797,PREDICTED: DDT domain-containing protein DDB_G0282237 isoform X1 [Vitis vinifera] 
CSS0036562,unnamed protein product [Vitis vinifera]
CSS0039991,PREDICTED: uncharacterized protein LOC104881896 [Vitis vinifera]
CSS0035986,PREDICTED: uncharacterized protein LOC102585170 [Solanum tuberosum]
CSS0029361,PREDICTED: uncharacterized protein LOC100266667 [Vitis vinifera]
CSS0039305,unnamed protein product [Coffea canephora]
CSS0011089,PREDICTED: pectinesterase 2 [Vitis vinifera]
CSS0033482,PREDICTED: putative tRNA pseudouridine synthase isoform X2 [Vitis vinifera]
CSS0006902,hypothetical protein glysoja_035838 partial [Glycine soja]
CSS0000353,PREDICTED: uncharacterized protein LOC105107865 [Populus euphratica]
CSS0007144,PREDICTED: uncharacterized protein LOC100251522 isoform X2 [Vitis vinifera] 
CSS0034589,hypothetical protein POPTR_0019s027901g partial [Populus trichocarpa] 
CSS0002094,PREDICTED: probable low-specificity L-threonine aldolase 1 [Vitis vinifera] 
CSS0049289,Uncharacterized protein ypgQ [Morus notabilis] 
CSS0049831,PREDICTED: uncharacterized protein LOC103323043 [Prunus mume]
CSS0033491,PREDICTED: uncharacterized protein LOC100264644 isoform X2 [Vitis vinifera]
CSS0026722,PREDICTED: uncharacterized protein LOC103341365 partial [Prunus mume]
CSS0014587,PREDICTED: salt stress-induced hydrophobic peptide ESI3 [Musa acuminata subsp. malaccensis]
CSS0049556,unnamed protein product [Vitis vinifera]
CSS0024225,PREDICTED: uncharacterized protein LOC100249580 isoform X2 [Vitis vinifera]
CSS0042823,PREDICTED: uncharacterized protein LOC105033942 [Elaeis guineensis]
CSS0012649,hypothetical protein VITISV_039779 [Vitis vinifera]
CSS0035281,LRR and NB-ARC domains-containing disease resistance protein putative [Theobroma cacao] 
CSS0016867,PREDICTED: probable methyltransferase PMT15 [Sesamum indicum]
CSS0006674,PREDICTED: SKP1-like protein 1B-like [Solanum tuberosum]
CSS0034065,Major facilitator superfamily protein [Theobroma cacao] 
CSS0019267,PREDICTED: CAP-Gly domain-containing linker protein 1 isoform X1 [Sesamum indicum]
CSS0013958,PREDICTED: pentatricopeptide repeat-containing protein At4g31850 chloroplastic [Vitis vinifera] 
CSS0009979,hypothetical protein PRUPE_ppa008107mg [Prunus persica] 
CSS0042429,hypothetical protein VITISV_039862 [Vitis vinifera]
CSS0026791,PREDICTED: uncharacterized protein LOC100259829 isoform X1 [Vitis vinifera]
CSS0006316,hypothetical protein JCGZ_18706 [Jatropha curcas]
CSS0019777,glucose-regulated protein 78 partial [Solanum lycopersicum]
CSS0047891,PREDICTED: THUMP domain-containing protein 1 isoform X1 [Vitis vinifera] 
CSS0014927,PREDICTED: uncharacterized exonuclease domain-containing protein At3g15140 [Vitis vinifera]
CSS0014896,PREDICTED: glycerol-3-phosphate 2-O-acyltransferase 6-like [Nicotiana sylvestris]
CSS0021116,PREDICTED: homeobox protein Wariai-like [Solanum lycopersicum]
CSS0008632,PREDICTED: eukaryotic translation initiation factor isoform 4E-2 [Vitis vinifera]
CSS0008958,PREDICTED: probable amino acid permease 7 isoform X2 [Malus domestica]
CSS0043756,PREDICTED: serine/threonine-protein kinase D6PKL1-like [Nelumbo nucifera] 
CSS0016970,unnamed protein product [Vitis vinifera]
CSS0021096,hypothetical protein PRUPE_ppa001962mg [Prunus persica] 
CSS0008576,PR5-like receptor kinase putative [Theobroma cacao] 
CSS0002235,hypothetical protein MIMGU_mgv1a024151mg [Erythranthe guttata]
CSS0017200,PREDICTED: DNA mismatch repair protein MLH3-like isoform X4 [Glycine max]
CSS0033972,hypothetical protein VITISV_005390 [Vitis vinifera]
CSS0001171,hypothetical protein CICLE_v10033386mg partial [Citrus clementina] 
CSS0005693,PREDICTED: subtilisin-like protease SBT5.3 [Pyrus x bretschneideri]
CSS0039155,OSJNBa0011J08.29 [Oryza sativa Japonica Group] 
CSS0046844,hypothetical protein PRUPE_ppa001652mg [Prunus persica] 
CSS0008600,PREDICTED: ent-kaurenoic acid oxidase 2 [Vitis vinifera]
CSS0019916,PREDICTED: protein PELOTA 1 [Nicotiana tomentosiformis]
CSS0004358,PREDICTED: CDP-diacylglycerol--serine O-phosphatidyltransferase 1-like isoform X1 [Musa acuminata subsp. malaccensis]
CSS0047789,PREDICTED: E3 ubiquitin-protein ligase RNF170-like [Nicotiana tomentosiformis]
CSS0002294,Sarcolemmal membrane-associated protein putative isoform 2 [Theobroma cacao] 
CSS0038444,hypothetical protein JCGZ_13124 [Jatropha curcas]
CSS0042671,hypothetical protein VITISV_024577 [Vitis vinifera]
CSS0047786,protein binding protein putative [Ricinus communis] 
CSS0002088,hypothetical protein JCGZ_26136 [Jatropha curcas]
CSS0011435,PREDICTED: probable adenylate kinase 7 mitochondrial [Vitis vinifera] 
CSS0010430,PREDICTED: uncharacterized protein LOC103336093 [Prunus mume]
CSS0013218,14-3-3-like protein [Glycine soja]
CSS0037609,PREDICTED: uncharacterized protein LOC103454674 [Malus domestica]
CSS0001806,RecName: Full=CASP-like protein 2B1; Short=VvCASPL2B1 [Vitis vinifera]
CSS0042638,alpha-amylase [Actinidia chinensis]
CSS0026312,PREDICTED: microtubule-associated protein 70-2 [Vitis vinifera] 
CSS0027100,PREDICTED: translocator protein homolog [Fragaria vesca subsp. vesca]
CSS0016119,Hercules receptor kinase 2 isoform 1 [Theobroma cacao] 
CSS0023002,hypothetical protein VITISV_000588 [Vitis vinifera]
CSS0043824,hypothetical protein PRUPE_ppb017449mg [Prunus persica] 
CSS0023128,hypothetical protein L484_008511 [Morus notabilis] 
CSS0041069,hypothetical protein JCGZ_26375 [Jatropha curcas]
CSS0016847,hypothetical protein VITISV_006784 [Vitis vinifera]
CSS0031721,hypothetical protein JCGZ_01994 [Jatropha curcas]
CSS0021886,PREDICTED: retrovirus-related Pol polyprotein from transposon TNT 1-94 [Nelumbo nucifera]
CSS0030960,hypothetical protein VITISV_043707 [Vitis vinifera]
CSS0049409,hypothetical protein AMTR_s00024p00240890 [Amborella trichopoda] 
CSS0042629,cinnamyl alcohol dehydrogenase 3 [Camellia sinensis]
CSS0040426,PREDICTED: calcium-transporting ATPase 3 endoplasmic reticulum-type [Sesamum indicum] 
CSS0023840,PREDICTED: ras-related protein Rab7 [Nicotiana tomentosiformis]
CSS0006252,PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 [Solanum lycopersicum]
CSS0031859,hypothetical protein CISIN_1g003507mg [Citrus sinensis]
CSS0015747,PREDICTED: transmembrane protein 184 homolog DDB_G0279555-like isoform X1 [Pyrus x bretschneideri]
CSS0012104,PREDICTED: zinc finger MYM-type protein 1-like [Beta vulgaris subsp. vulgaris]
CSS0045496,Pyruvate dehydrogenase E1 component subunit beta mitochondrial [Gossypium arboreum]
CSS0007055,PREDICTED: probable serine/threonine-protein kinase At1g09600 [Vitis vinifera] 
CSS0045788,PREDICTED: putative disease resistance RPP13-like protein 1 [Populus euphratica]
CSS0003512,hypothetical protein POPTR_0015s13020g [Populus trichocarpa] 
CSS0046130,PREDICTED: probable galacturonosyltransferase 12 [Sesamum indicum]
CSS0007115,AMP deaminase [Theobroma cacao] 
CSS0033535,PREDICTED: mannosyl-oligosaccharide glucosidase GCS1 [Vitis vinifera] 
CSS0020267,PREDICTED: serine carboxypeptidase-like 26 [Nicotiana sylvestris]
CSS0041481,Calcium-binding EF-hand family protein putative [Theobroma cacao] 
CSS0043896,hypothetical protein JCGZ_08493 [Jatropha curcas]
CSS0045838,PREDICTED: zinc transporter 5 [Nelumbo nucifera]
CSS0024294,unnamed protein product [Coffea canephora]
CSS0018144,PREDICTED: acyl-CoA-binding domain-containing protein 4 [Vitis vinifera] 
CSS0039078,PREDICTED: stem-specific protein TSJT1-like [Glycine max]
CSS0045974,Zinc finger family protein isoform 1 [Theobroma cacao] 
CSS0047410,hypothetical protein VITISV_025855 [Vitis vinifera]
CSS0036115,PREDICTED: E3 ubiquitin-protein ligase Topors [Sesamum indicum]
CSS0011642,uncharacterized protein [Arabidopsis thaliana] 
CSS0020949,PREDICTED: uncharacterized protein LOC101244563 [Solanum lycopersicum]
CSS0045053,P-type H+-ATPase [Vicia faba]
CSS0013612,hypothetical protein VITISV_010987 [Vitis vinifera]
CSS0005080,PREDICTED: mitoferrin-like [Sesamum indicum]
CSS0039687,PREDICTED: uncharacterized protein LOC104598104 isoform X2 [Nelumbo nucifera]
CSS0017825,PREDICTED: chlorophyll a-b binding protein of LHCII type 1 [Vitis vinifera]
CSS0030831,PREDICTED: rho GTPase-activating protein 1 [Vitis vinifera]
CSS0002829,multidrug and toxic extrusion transporter [Vaccinium corymbosum]
CSS0004240,PREDICTED: dirigent protein 5-like [Eucalyptus grandis] 
CSS0046789,PREDICTED: transcriptional activator Myb-like [Vitis vinifera]
CSS0004942,unnamed protein product [Vitis vinifera]
CSS0023861,PREDICTED: biotin carboxyl carrier protein of acetyl-CoA carboxylase 2 chloroplastic isoform X1 [Vitis vinifera] 
CSS0017985,PREDICTED: autophagy-related protein 18a isoform X1 [Nelumbo nucifera]
CSS0020508,PREDICTED: NADH dehydrogenase (ubiquinone) complex I assembly factor 6 [Sesamum indicum] 
CSS0014843,PREDICTED: putative nuclease HARBI1 [Nelumbo nucifera]
CSS0030414,hypothetical protein MIMGU_mgv1a026196mg [Erythranthe guttata]
CSS0032421,hypothetical protein JCGZ_10785 [Jatropha curcas]
CSS0012768,PREDICTED: uncharacterized protein LOC103446113 [Malus domestica]
CSS0017414,PREDICTED: translation factor GUF1 homolog mitochondrial [Vitis vinifera] 
CSS0003631,PREDICTED: disease resistance RPP13-like protein 4 isoform X5 [Vitis vinifera] 
CSS0034348,PREDICTED: 14-dihydroxy-2-naphthoate polyprenyltransferase chloroplastic-like isoform X2 [Citrus sinensis]
CSS0039263,hypothetical protein JCGZ_09494 [Jatropha curcas]
CSS0021379,PREDICTED: transcription repressor OFP13 [Nelumbo nucifera]
CSS0017690,PREDICTED: uncharacterized protein LOC103443648 [Malus domestica]
CSS0013289,hypothetical protein L484_010673 [Morus notabilis] 
CSS0032149,7-deoxyloganetic acid UDP-glucosyltransferase-like protein [Cinchona calisaya]
CSS0048378,unnamed protein product [Vitis vinifera]
CSS0031502,PREDICTED: RNA-binding protein 38-like [Nelumbo nucifera]
CSS0014812,hypothetical protein VITISV_042886 [Vitis vinifera]
CSS0013028,Cytochrome P450 [Theobroma cacao] 
CSS0038020,PREDICTED: uncharacterized protein LOC104103774 [Nicotiana tomentosiformis]
CSS0047045,PREDICTED: F-box protein SKIP22-like [Nelumbo nucifera]
CSS0045094,Alpha/beta-Hydrolases superfamily protein [Theobroma cacao] 
CSS0036024,PREDICTED: major allergen Pru ar 1-like [Nelumbo nucifera]
CSS0024801,PREDICTED: growth-regulating factor 4-like isoform X1 [Nicotiana tomentosiformis] 
CSS0011895,PREDICTED: plant intracellular Ras-group-related LRR protein 1-like [Sesamum indicum]
CSS0001053,PREDICTED: leucine-rich repeat receptor-like tyrosine-protein kinase At2g41820-like [Solanum tuberosum]
CSS0042646,PREDICTED: protein YLS9-like [Nicotiana sylvestris]
CSS0049425,Xyloglucan endotransglucosylase/hydrolase 26 [Theobroma cacao] 
CSS0041263,hypothetical protein VITISV_007002 [Vitis vinifera]
CSS0029438,PREDICTED: transcription factor bHLH128-like isoform X1 [Nicotiana sylvestris]
CSS0003595,hypothetical protein JCGZ_12116 [Jatropha curcas]
CSS0004499,PREDICTED: uncharacterized protein LOC100264112 [Vitis vinifera]
CSS0035916,NBS type disease resistance protein [Populus trichocarpa]
CSS0030141,PREDICTED: probable serine/threonine-protein kinase At1g18390 isoform X2 [Vitis vinifera]
CSS0040125,PREDICTED: pentatricopeptide repeat-containing protein At4g14850 [Vitis vinifera]
CSS0049623,PREDICTED: protein IQ-DOMAIN 14 [Vitis vinifera] 
CSS0036058,cellulose synthase-like protein CslG [Nicotiana tabacum]
CSS0009006,ABC transporter family protein [Populus trichocarpa] 
CSS0045534,unnamed protein product [Coffea canephora]
CSS0011021,PREDICTED: nucleobase-ascorbate transporter 12 [Malus domestica]
CSS0025521,unnamed protein product [Coffea canephora]
CSS0011298,hypothetical protein MIMGU_mgv1a003520mg [Erythranthe guttata]
CSS0025852,PREDICTED: protein FAR1-RELATED SEQUENCE 6-like [Vitis vinifera]
CSS0032702,unnamed protein product [Ipomoea batatas]
CSS0011364,PREDICTED: uncharacterized LOC101206756 partial [Cucumis sativus]
CSS0026830,PREDICTED: DNA topoisomerase 3-alpha-like [Solanum tuberosum]
CSS0029172,gibberellin 2 oxidase 3 [Camellia lipoensis]
CSS0019242,PREDICTED: putative pentatricopeptide repeat-containing protein At1g31840 isoform X1 [Vitis vinifera] 
CSS0035080,PREDICTED: uncharacterized protein LOC104588523 [Nelumbo nucifera]
CSS0031680,PREDICTED: ankyrin repeat-containing protein At3g12360-like [Nicotiana sylvestris]
CSS0037579,PREDICTED: uncharacterized protein LOC104228446 [Nicotiana sylvestris]
CSS0000727,PREDICTED: T-complex protein 1 subunit theta [Vitis vinifera] 
CSS0035734,PREDICTED: equilibrative nucleotide transporter 1 [Vitis vinifera]
CSS0036231,unnamed protein product [Vitis vinifera]
CSS0047576,PREDICTED: uncharacterized protein LOC103323928 isoform X2 [Prunus mume]
CSS0014547,PREDICTED: homeobox-leucine zipper protein ATHB-13 [Vitis vinifera]
CSS0047776,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC103723366 [Phoenix dactylifera]
CSS0004978,PREDICTED: piezo-type mechanosensitive ion channel homolog isoform X1 [Vitis vinifera] 
CSS0021134,hypothetical protein CICLE_v10028201mg [Citrus clementina] 
CSS0036608,PREDICTED: universal stress protein A-like protein [Malus domestica]
CSS0037081,hypothetical protein MIMGU_mgv1a001548mg [Erythranthe guttata]
CSS0018882,hypothetical protein VITISV_042269 [Vitis vinifera]
CSS0050452,PREDICTED: ADPATP carrier protein ER-ANT1-like [Pyrus x bretschneideri] 
CSS0000514,hypothetical protein MIMGU_mgv1a024110mg [Erythranthe guttata]
CSS0006706,PREDICTED: uncharacterized protein LOC104214963 isoform X1 [Nicotiana sylvestris]
CSS0016952,PREDICTED: NADH-cytochrome b5 reductase-like protein [Nelumbo nucifera]
CSS0014275,PREDICTED: transcription factor GTE8 [Prunus mume] 
CSS0027580,PREDICTED: coiled-coil domain-containing protein 94-like [Brassica rapa] 
CSS0042079,PREDICTED: uncharacterized protein LOC104882445 [Vitis vinifera]
CSS0004141,PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase RLK1-like partial [Citrus sinensis]
CSS0024574,PREDICTED: putative germin-like protein 2-1 [Sesamum indicum]
CSS0006332,hypothetical protein POPTR_0004s19480g partial [Populus trichocarpa] 
CSS0047351,PREDICTED: uncharacterized protein LOC100259142 [Vitis vinifera] 
CSS0000964,PREDICTED: transcription repressor OFP6 [Vitis vinifera]
CSS0030464,PREDICTED: uncharacterized protein LOC104610125 isoform X1 [Nelumbo nucifera]
CSS0045161,hypothetical protein VITISV_000588 [Vitis vinifera]
CSS0029565,PREDICTED: uncharacterized protein LOC105123758 [Populus euphratica]
CSS0049607,hypothetical protein VITISV_038385 [Vitis vinifera]
CSS0046094,PREDICTED: receptor-like protein kinase HERK 1 [Pyrus x bretschneideri]
CSS0046694,PREDICTED: tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like [Vitis vinifera]
CSS0032879,D6 protein kinase like 2 [Theobroma cacao] 
CSS0011184,ethylene receptor ERS1b [Actinidia deliciosa]
CSS0027533,PREDICTED: lysine-specific demethylase JMJ25-like [Sesamum indicum]
CSS0020730,PREDICTED: uncharacterized protein LOC104608027 [Nelumbo nucifera]
CSS0034996,unnamed protein product [Coffea canephora]
CSS0019856,Dual specificity protein kinase splA [Gossypium arboreum]
CSS0022506,hypothetical protein CICLE_v10009891mg [Citrus clementina] 
CSS0048543,PREDICTED: eukaryotic translation initiation factor 5A [Eucalyptus grandis] 
CSS0026647,PREDICTED: chitinase 2 [Vitis vinifera] 
CSS0019100,PREDICTED: protein MOR1-like [Vitis vinifera]
CSS0008238,PREDICTED: protein NLP7 isoform X2 [Sesamum indicum]
CSS0017622,unnamed protein product [Coffea canephora]
CSS0029134,PREDICTED: psbQ-like protein 1 chloroplastic [Vitis vinifera] 
CSS0004370,PREDICTED: uncharacterized protein LOC105174506 [Sesamum indicum]
CSS0009496,PREDICTED: DEAD-box ATP-dependent RNA helicase 58 chloroplastic isoform X1 [Vitis vinifera]
CSS0039216,PREDICTED: U-box domain-containing protein 43-like [Prunus mume] 
CSS0004609,unnamed protein product [Coffea canephora]
CSS0031110,hypothetical protein AMTR_s00022p00227570 [Amborella trichopoda] 
CSS0036302,PREDICTED: ubiquitin carboxyl-terminal hydrolase 12 isoform X1 [Vitis vinifera] 
CSS0049910,PDR-like ABC transporter [Nicotiana tabacum]
CSS0027907,promoter-binding protein SPL9 [Vitis vinifera] 
CSS0023259,Mitogen-activated protein kinase 7 [Morus notabilis] 
CSS0015433,PREDICTED: uncharacterized protein LOC103453274 [Malus domestica] 
CSS0034260,PREDICTED: F-box protein At1g55000 [Vitis vinifera]
CSS0033223,PREDICTED: uncharacterized protein LOC100255894 [Vitis vinifera]
